Journal,Term_1,Term_2,Term_3,Term_4,Term_5,Term_6,Term_7,Term_8,Term_9,Term_10,Term_11,Term_12,Term_13,Term_14,Term_15,Term_16,Term_17,Term_18,Term_19,Term_20,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,Score_18,Score_19,Score_20
Journal of Political Economy,tax,income,model,paper,capital,market,taxes,data,rate,effects,policy,state,rates,price,firms,evidence,public,equilibrium,states,growth,191.47670426169938,97.85360900599044,81.72687859854803,67.1288579538415,56.64547734376284,55.51634217766894,54.620265682771645,54.22352751375135,54.05593322553784,54.00429637049441,52.48076162896257,51.09083544067546,50.14889100933679,47.97919363604621,45.5930952827135,45.39503917187406,44.31109589203264,43.81060943873285,43.35129337815367,43.01401311390686
Review of Environmental Economics and Policy,environmental,climate,policy,emissions,energy,economics,change,economic,carbon,article,policies,water,analysis,research,literature,impacts,pollution,natural,costs,regulations,13.370602878470866,12.963731353924745,10.899081633443679,8.71885926726407,7.759382083150638,7.683126876395424,7.6292639317246955,7.220763608273057,7.0017156308141395,6.868567287743319,6.768957640281306,6.615011621412098,6.3443430922256745,6.328900079468581,6.259033059531056,6.0988564452316005,6.053056948708063,5.97481900600512,5.386018332189413,4.846079656033977
Economic Development and Cultural Change,program,health,education,effects,labor,households,evidence,household,effect,data,child,income,school,using,impact,rural,children,women,results,firms,13.508527603406595,12.403804451589062,12.204961454572324,12.176601856873084,12.155510407738362,11.657223130163144,11.484153282311507,11.056578129478337,10.71357900700385,10.020406151452391,9.992551924708875,9.68880012911707,9.621368847175535,9.603636175826896,9.583898459324663,9.473000393200705,9.262433879978149,9.17897081610691,9.069194871033433,8.67591318422404
Journal of Labor Economics,wage,workers,labor,model,job,effects,wages,employment,data,unemployment,earnings,effect,market,firms,evidence,using,search,article,students,work,35.50799507313682,31.150113127016116,29.722287515468835,24.93799328524094,23.02868837522424,22.8060237942851,21.933931186412686,20.797668343351067,20.636504054175624,20.116462131281104,20.09664372400506,19.078880915724213,19.06725635482318,17.59895729754538,17.09298042406246,16.47630839171945,16.138449179630335,14.216623715744737,13.907037378168782,13.493428070032396
The Journal of Law and Economics,firms,evidence,market,crime,effects,effect,laws,data,states,prices,paper,price,percent,using,rights,results,costs,rates,law,model,18.096321185798125,13.0529087898415,12.201876576690406,11.561618692353216,11.326788430969213,11.27389232645333,10.960833820130983,10.544002105381285,10.251699570900449,9.550161217473278,9.473959343200496,9.230537201711758,9.032550201693482,8.902084712136485,8.807679980807428,8.683122146045593,8.682229572898745,8.497273996110474,8.478553661741724,8.338667495731697
The Journal of Finance,returns,firms,market,stock,risk,book,model,information,price,trading,prices,capital,evidence,financial,debt,asset,paper,markets,investment,investors,90.91714651059304,90.38028542734801,84.32057896066529,79.27572844039001,73.50722502705001,71.87114785359141,68.08621262906914,63.396423042898,59.65263474054057,55.562762449737974,54.43286173515764,54.18963702989455,50.35691244775495,50.29882606585523,50.223153794363675,49.625800312631945,46.99833692198629,46.89846265507446,46.67323398585119,46.654081541767525
"Journal of Money, Credit and Banking",inflation,policy,monetary,model,shocks,bank,banks,rate,credit,financial,market,price,risk,paper,data,effects,rates,firms,prices,information,37.070056795923314,33.981849582383525,29.807982831621885,27.334216138757203,22.516116333457624,21.61241369196997,21.439745704256318,20.249580650309955,20.23409569119904,20.02317333660673,19.36525828199819,18.733173544207247,15.962570838766668,15.627548177048496,15.369251094253432,15.054833281747518,14.787517958129657,14.185297153331586,13.94897931783877,13.875862055986776
RAND Journal of Economics,firms,information,price,model,market,consumers,search,optimal,costs,firm,prices,equilibrium,competition,demand,incentives,markets,contracts,entry,auctions,consumer,19.751147193828462,19.0938013946748,16.098916038888436,14.954824972614864,14.196098908579431,14.076269037032977,13.076033093468432,12.771530058806496,11.337789986116341,11.295440089492178,11.269599558472068,10.997878457770396,10.806749613249016,10.118901970320872,9.629432769028524,9.6011733367338,9.566273970463332,9.457623248280292,9.424532986505872,9.308893956865507
Journal of Applied Econometrics,model,models,data,using,paper,effects,sons,information,john,wiley,copyright,results,estimation,article,empirical,available,issue,abstract,tests,time,58.040209709631924,44.64127599804032,40.682449587507655,30.926144189974497,29.817435780155854,28.247444172004656,28.083478547718336,28.04629060808406,27.954646831666764,27.952240631429085,27.04824403348152,26.229072114587698,24.9225907717548,23.197618125449164,23.1794504711097,23.027934778593398,22.55636982709179,22.396430802636633,21.704681334877808,21.59649766754586
Oxford Bulletin of Economics and Statistics,model,data,effects,models,test,using,tests,paper,evidence,labour,growth,policy,results,inflation,effect,countries,shocks,unemployment,market,income,24.44189120171745,21.63726251726906,19.801040351345762,18.95950739643267,18.288709058402706,17.051882680580487,17.014794806464305,16.16924190895363,16.116909843703016,15.77959521223725,15.664222440607169,15.328916534934445,15.284411950577898,15.281579694517966,14.407503105544988,14.367215527822633,13.727576710379607,13.681785036211668,13.487687496424003,13.221939980277753
Quantitative Economics,model,models,data,effects,identification,risk,earnings,distribution,using,dynamic,income,choice,inference,estimation,paper,method,test,structural,shocks,new,13.442485512723009,12.301236257745192,9.252087554574471,8.326838053961668,8.252181120320904,7.575642883816416,7.33515836502039,7.142017875257038,7.031549986586371,6.9646677526793415,6.820550555687789,6.770321274829454,6.253838334026902,6.243818035521278,6.224159750545073,6.129510737339916,6.10075174295776,6.026159294344005,5.9517028889290025,5.684345804202243
Journal of Industrial Economics,price,firms,market,prices,competition,model,entry,markets,product,quality,consumers,costs,effects,information,firm,welfare,industry,paper,effect,rd,23.57816756220862,23.345684668367287,23.141575100583477,16.454698695707634,16.168272834549235,14.604472092103178,14.504680311372255,14.25950707463867,13.604446200301213,12.72636268474792,12.346831095133512,12.180952963860488,11.801001344636166,11.746264267844737,11.56874906942261,11.462232650027197,11.269954694503506,10.774106689778703,10.58851340579864,10.428902871592928
Scandinavian Journal of Economics,model,income,tax,policy,firms,wage,growth,market,effects,effect,paper,countries,data,labor,unemployment,rate,evidence,welfare,using,optimal,22.367363840630315,20.588019358172016,20.157191044438903,19.41097601579587,19.139523594070965,18.56618997673201,17.366138500027898,17.022479846019742,16.89163349293955,15.843130336296882,15.579672665973424,15.297052569162918,14.075223160255232,13.966515160757181,13.809140673583428,13.488071995945168,13.231797498029144,12.93544006672855,12.774826762289,12.714450202926042
Journal of Economics & Management Strategy,firms,market,price,information,firm,quality,competition,product,model,consumers,paper,equilibrium,prices,markets,cost,incentives,contracts,entry,costs,performance,36.205548349209955,23.901265652101685,23.16714054447916,22.217297978269688,21.522237045915986,21.05676467470828,20.85639413829085,18.37732875142786,18.18453209574687,17.45855709153137,16.2996515546857,14.736690738625851,14.658673100572246,14.457193240639345,14.256783448566393,14.144662001458494,14.036305708510724,13.489808977236464,13.262960734556165,12.517875284480967
Theoretical Economics,agents,information,equilibrium,games,optimal,model,agent,set,choice,equilibria,mechanism,preferences,dynamic,players,paper,matching,study,utility,principal,conditions,16.490495089246334,16.060769942207017,14.137507633310573,11.61544258001056,10.368230612775074,10.313897951699058,9.132502929497145,8.6933382887192,8.591403666591546,8.428517444034723,8.175017144631711,7.986779589642277,7.526635113149881,7.3621907189009494,7.26661376204397,7.0331723744203245,6.782803450604882,6.415512350083593,6.350564610513308,6.350199690733256
Economic Enquiry,model,market,price,effects,jel,growth,paper,firms,policy,evidence,data,results,effect,economic,income,demand,using,labor,capital,information,55.712648243116014,43.63067229457336,43.027045020386346,42.14531653465656,41.77600498226007,40.044338819777956,39.82149982261348,39.446616387767854,39.356380870205335,38.67354161732145,38.39922967293979,36.190801160801556,36.1493661303221,35.05733321760667,34.83909210323085,34.621393993413314,34.23086604110511,33.606853619516976,32.65568858551737,31.19920512452333
American Journal of Agricultural Economics,model,price,food,agricultural,production,demand,prices,market,risk,results,farm,data,effects,using,farmers,analysis,policy,land,models,use,80.2270622873435,71.57743799593068,66.67000986526124,65.70251216908648,65.15181585038755,58.407121838532525,58.368754840473876,58.248290093044176,55.94832926999407,52.84901632864069,52.7713675997828,51.75766304325436,48.450819825469935,46.63391754911763,44.878848566078304,43.73490714325282,43.404582951817076,42.2207610843045,41.796591900039154,41.36706765793139
International Economic Review,model,equilibrium,market,firms,trade,article,welfare,policy,search,models,labor,information,price,growth,data,effects,agents,money,using,capital,39.0901724293753,26.437500823688005,24.744625487517474,23.58668453725207,22.32735310450441,20.387119953259504,20.273113511261364,20.143096406394566,19.815775825935436,18.65497442424394,17.981317191434535,17.864214696982867,17.63729046334415,17.287980196564234,17.22070419195926,16.52804200271099,15.500422803746241,15.03315552485648,14.911685419142538,14.79577827823127
Journal of Economic Surveys,literature,economic,models,paper,empirical,growth,research,policy,economics,survey,review,studies,financial,theory,effects,analysis,market,abstract,recent,evidence,29.15685225409922,25.224219895031847,24.144013827953533,23.420809486278422,21.944386587284626,20.889938049729942,20.656052636499364,19.361551633244094,19.12126706496488,18.508876498905906,18.12429772885873,17.120921052266297,17.024139176922496,16.656411619673886,16.064712257816886,15.493619553333982,15.43797871273747,15.17851555105257,14.811899693388385,13.808792947282809
Journal of Accounting Research,earnings,firms,information,accounting,disclosure,financial,audit,analysts,performance,investors,market,evidence,managers,management,risk,quality,firm,reporting,tax,cost,32.76670737546814,30.050306473178697,28.83800435290295,21.410009722514168,21.365410343900177,17.50371997793944,16.493004369570002,16.26590973543093,14.345245273489367,14.01165487123673,13.989759187585227,13.570870742144962,13.511420790133378,13.325513191069076,13.171865873514106,13.052269548435133,12.639149307335424,12.433273153265665,12.286551033957764,11.866619329124319
Economics and Politics,political,policy,trade,model,government,economic,countries,paper,growth,public,voters,elections,evidence,lobbying,firms,corruption,investment,income,tax,effect,19.43937216888783,14.637271196143509,14.390468161281174,13.236905702786657,12.731709217801175,12.621670911511808,11.946052256930749,10.84485516190707,10.161789401078417,9.610496637878867,8.697602089778128,8.430601787726559,7.852772383444852,7.804678606772957,7.79445761715341,7.681217773711619,7.608021650076951,7.512531962099437,7.490327842820708,7.473539966822121
Canadian Journal of Economics,trade,firms,model,tax,market,policy,growth,countries,paper,abstract,income,effects,canadian,labour,data,welfare,effect,evidence,price,canada,42.95407584519523,29.137312228205236,28.167323101140006,23.495661693836883,22.47269406055952,22.122704056387196,22.053707385534867,21.656152817348786,20.67091615408597,20.170018298625706,19.999901104942463,19.74309590490047,19.23910575012373,18.87550863615489,18.73229896152892,17.89252187870924,17.472578362232472,17.403897079292964,16.971111276466445,16.1165099289899
Journal of Forecasting,model,forecasting,models,forecasts,forecast,series,data,time,information,volatility,using,paper,prediction,results,methods,available,article,issue,performance,abstract,72.9141814512729,67.12448744894527,64.96225558519133,62.00646430288105,47.573183968763736,46.04706077988859,44.8069477655369,42.9997988457677,39.71742185597526,38.667351124033885,33.21771792163687,33.06413332709046,29.558088042333797,28.40259846230686,28.300888032097657,28.019053218619586,27.94523382699746,27.809758694216132,27.78259667476831,27.75835076616248
Journal of Economic Literature,economic,economics,review,research,policy,theory,book,literature,growth,empirical,models,paper,financial,evidence,new,social,recent,essay,countries,market,16.23494556593573,14.391607887429373,12.498221353281792,10.820797432303157,10.637583373368278,10.364715025984076,9.830481270813738,9.20930409422029,8.992913189443067,8.987251213253703,8.89110408449201,8.518778213155581,8.216862099008328,8.079952363970053,8.071867575679864,8.052431388655569,7.940543451720659,7.840301585914655,7.540753971999115,7.268608639747588
American Economic Journal: Macroeconomics,model,policy,monetary,shocks,inflation,labor,capital,financial,trade,growth,data,effects,firms,aggregate,income,optimal,market,evidence,rate,percent,17.50445610708849,15.217647925069468,12.865628883157685,11.902595670501414,11.276751955478469,10.52119254829399,10.455357151762026,10.107752453288288,9.67267725371042,9.55269458860472,9.401074681264175,8.969142429121916,8.908584168648845,8.726944079053075,8.657854387897839,8.581334525863012,8.443725386851714,8.26595068801418,8.242888126824635,8.242429807002734
American Economic Review: Insights,information,firms,labor,percent,effects,model,data,new,evidence,policy,using,market,optimal,financial,job,paper,large,study,risk,wealth,3.7022946127595153,3.1220168706926077,3.0007507209211326,2.787796495004391,2.749644686864125,2.6524027782556696,2.6114382143190857,2.3733581676697773,2.3643889524939294,2.323666109145752,2.317347753243581,2.3131999423473255,2.220088296546597,2.1524265563747926,2.1275497440070557,2.077928833488314,2.053100180667538,2.006188393925351,1.8739704597638758,1.8457369634618828
American Economic Journal: Economic Policy,tax,effects,evidence,percent,income,health,using,effect,insurance,data,program,policy,paper,increase,public,school,firms,jel,care,taxes,23.254183597134652,15.081820065504905,13.834233249726172,12.276446945595772,11.425019904760513,11.315150309676776,11.284054511227279,10.719250156202849,10.140198768392814,9.985589494647531,9.835517567975044,9.68123705283614,9.622897075815013,9.619028894807109,9.453875068048884,9.231376970071342,9.064413992770046,8.580531187947553,8.52713954996858,8.30644646539023
American Economic Journal: Applied Economics,effects,evidence,percent,school,using,effect,labor,data,program,health,students,jel,income,market,impact,paper,outcomes,increase,firms,use,14.363410584198638,13.473827221366411,11.036710834913718,10.598742690647448,10.501796778836527,10.441731384679937,10.365629752647292,10.166504975812535,10.15424340195592,9.949605081395145,9.428529296914647,8.952350951453257,8.821629779948207,8.76621410755162,8.442892914068967,8.344421079093017,8.271808427200087,8.212285981102873,8.059241954922872,8.03129127166007
American Economic Journal: Microeconomics,information,model,market,firms,equilibrium,agents,price,optimal,quality,jel,markets,study,competition,trade,preferences,welfare,paper,data,social,search,15.945535601206315,12.74275439707817,12.036574124852399,11.748922958620849,11.496038016314888,11.10012501883189,10.126190607570651,9.8611191938479,9.45534413319857,9.115335308034608,9.055289768830859,8.569561031455839,8.43136669291042,8.360895393890301,8.315892780911582,7.961329010469385,7.663992243442954,7.247006786402667,7.197650926124208,7.08580692145121
Journal of Economic Perspectives,economic,economics,market,policy,paper,countries,growth,theory,labor,economists,tax,new,research,data,financial,evidence,markets,states,public,work,40.19750175788999,31.127415851406266,29.774491536711462,29.561077846151335,27.50050992378554,24.3631446918814,23.808930511067484,23.276866591167234,22.832592958370014,22.26016651071431,22.24420030620526,21.754638282694444,21.20437883306499,20.550121347172777,20.455395941130266,20.16625437759278,19.08318811102921,17.586268935838273,17.340692285093716,17.32009605107279
American Economic Review,model,market,data,effects,evidence,information,policy,firms,trade,paper,using,labor,growth,risk,jel,income,prices,price,capital,percent,65.0942132410319,46.20991479222305,46.073742282211754,45.95611403255114,44.34744639009392,43.74473397982295,42.4757402538402,42.33140832512509,40.91044986610394,40.873958918712425,40.82217412505447,38.47476198311801,37.890322071069576,37.40952405078397,37.29349920327677,36.69971090481348,36.17914785138826,36.08178871343954,35.69912444981668,35.238747140534784
